unique_id,asin,product_name,product_type,helpful,rating,title,date,reviewer,reviewer_location,review_text
"B00004Z0BN:metal_stablized_system...:b._roy_""roytech""",B00004Z0BN,Sennheiser MX-400 In-Ear Headphones: Electronics,electronics,,2.0,Metal stablized system...,"October 10, 2006","B. Roy ""RoyTech""","Sunnyvale, CA, USA","On the back of the package it says - 
 1) Transparent sound and powerful bass. - The ""Transparent sound"" part is true and ""powerful bass"" part is totally untrue.
 2) Metal stabilized system for high levels. - What was that again? Metal stabilized system?? It has antiroll crossbars I guess!!

When companies start making vague claims about their product - thats when you know that there is a problem.

These sounded terrible at first - no bass - period. 

The sound changed for the better once I put on the foam covers. I could hear some bass at that point but even after equalization, it was clear that this product is designed to deliver a lot of high frequency, decent midrange but little by way of bass - even though it claims to have frequency response going from 18Hz to 20kHz. It fits my ears properly, so that is not a problem. 

This product sounds far inferior to a pair of ""Aiwa"" ear-buds that came with a ""Made in Japan"" walkman purchased in 1990!

I wouldn't even compare the sound of these MX400 to the excellent Koss over the ear headphones I purchased recently.

Maybe they are better than the IPOD headphones (which suck even worse), and the reason people give this 5 stars. Really - no more than a 2 star product.

Expected much better from Sennheiser. With this experience, I've decided not to go for their noise cancelling headphone and instead go with the one from Panasonic. Reputable companies should think twice before selling junk in the marketplace"
B000067SVG:useless_-_does_not_retract:james_murphy,B000067SVG,Targus PA220U Retractable USB Cord: Electronics,electronics,4 of 4,1.0,Useless - does not retract,"April 6, 2004",James Murphy,"Pelham, MA USA","I agree with the previous review.  This phone cord worked twice.  Now, it only retracts about half way, and keeps getting worse.  I'm returning it for a refund.  Don't waste your time with this"
B00009YUOF:the_worst_technical_support:chas,B00009YUOF,PNY P-FD256U20-RF 256MB USB 2.0 Flash Drive: Electronics,electronics,7 of 9,1.0,The worst Technical support,"July 5, 2004",CHas,Wisconsin,If you have problems with your flash drive ( like I did) don't count on any technical support. Lines are all automated and wait is always over 20 minutes for live support. Not to mention that it disconects you when it is done telling you this. PNY tech support is a joke
"B0002GWP46:brand_new_and_its_broken!!!:hotwhipt/a_""hotwhip""",B0002GWP46,HP DeskJet 3845 Color Inkjet Printer: Electronics,electronics,2 of 8,1.0,Brand new and its BROKEN!!!,"March 27, 2006","HotWhipT/A ""HotWhip""",Tx,I'm mad.  I bought this one to replace my old one.  This one and the other one are doing the samething.  I had a chat with an HP service helper and they determined that it was broke.  Their customer service is top notch thought!  They are sending me a new one for free and apearently I get to keep the ink cartidges for free because of my troubles
B0009T8HNE:i've_had_dish_networks_for_two_years_now.:jt,B0009T8HNE,Dish Network Dish 500 Satellite Dish Assembly w/o LNBF: Electronics,electronics,1 of 1,2.0,I've had Dish Networks for two years now.,"November 18, 2006",JT,"San Jose, CA United States","I like the Dish Networks technology and the potential that it could be.  One DVR which covers two rooms is great.  The picture is clear when it works.  The menus/programming are intuitive.  The pricing is reasonable.

But, my complaint is RELIABILITY and SUPPORT...for the two years I have had Dish my TV picture seems to go out every 6 months or so.  Everytime I talk to Dish customer service I get a different reason why it could be out.  Several times I have gotten new DVR boxes mailed to me and there is always a dispute about who should pay.  Several times I have had Dish Net come out to my house and they have always tried to make me pay until I told them I'm tired of the hassel and just cancel me.  Now my dish is out again this weekend and I am missing the Ohio State / Michigan game because my TV says no Dish Signal (reason tbd).

Anyway, if it worked consistently as advertised I would give it 4 or 5 stars.  But due to reliability I give it 2 stars.  And with Murphy's Law it always goes down when you want to watch that big event (prompting me to write this review instead of watching the game today)!!  I may have to switch back to cable.

 - J.Clark / San Jose, CA"
B000EWD4TS:no_technical_support_available:data_guru,B000EWD4TS,"SanDisk 2 GB Cruzer Micro with U3 ( SDCZ6-2048-A10, Retail Package): Electronics",electronics,3 of 4,1.0,no technical support available,"October 7, 2006",Data Guru,New Jersey,This product stopped working a few days after purchase.  5 phone calls and 2 emails were not returned by SanDisk.  This product did not work as advertised and no technical support of any kind is available.  I would not buy this brand again
B000BJ3BRO:olympus_ws-320m_:haim_perlstein,B000BJ3BRO,Olympus WS-320M 1 GB Digital Voice Recorder and Music Player: Electronics,electronics,1 of 2,2.0,Olympus WS-320M,"November 16, 2006",Haim Perlstein,,"The Voice recorder meets all my expectations and more
Easy to use, easy to transfer great results"
"B00003006K:buyer_beware:g._price_""techo_hobbyist""",B00003006K,Linksys EZXS88W EtherFast 10/100 8-Port Workgroup Switch: Electronics,electronics,1 of 4,1.0,Buyer Beware,"January 21, 2006","G. Price ""techo hobbyist""","Detroit, MI USA","All ports began running slow after just 6 months of use. Followed LinkSys RMA process and they sent me a hub in return by mistake. I followed yet another LinkSys RMA process and had to wait TWO MONTHS for the replacement switch covering their mistake. The replacement switch died after 1 week of use. The latest RMA unit ran excessively Hot until the smell of burning plastic left the air and then it would not power up. This is what I have learned about Linksys: #1) This should be a simple network pass-through device and it should not fail unless manufactured poorly - Linksys apparently cannot make a good one. #2) Do not even think about turning a broken unit into Linksys under their RMA process, they will simply send you a refurbished unit and it cannot be trusted. If these cheap switches fail they cannot be fixed and the original manufacture was flawed in the first place. #3) Choose a competitors product - I have had other brand switches running for years with no issues"
B0007OWNC2:customer_service_not_helpul:jul9876,B0007OWNC2,Netgear RangeMax Wireless PC Card (WPN511): Electronics,electronics,1 of 2,1.0,Customer service not helpul,"June 26, 2006",jul9876,"New York, NY","Purchased this for my laptop (it was supposed to match the Rangemax modem).  The adapter was not being recognized by my machine, and I contacted customer service.   The customer service rep was obviously from India (suprize!).  Unfortunately my inquiry was not resolved and I returned the product back.   Probably would explore other brands next time around."
B000EHUR3O:low_power:richard_p._stephens,B000EHUR3O,Microsoft Wireless Laser Mouse 5000- Metallic Black ( 63A-00001 ): Electronics,electronics,,2.0,low power,"November 9, 2006",Richard P. Stephens,,"I don't like it because it is always saying ""low power"" and I do every thing it said to trouble shoot the problem with out and luck fixing the problem"
B000EHUR3O:microsoft_5000_laser_mouse:donald_a._sanders,B000EHUR3O,Microsoft Wireless Laser Mouse 5000- Metallic Black ( 63A-00001 ): Electronics,electronics,0 of 1,2.0,Microsoft 5000 laser mouse,"October 5, 2006",Donald A. Sanders,,"I just purchased this mouse. It has a good feel. It does not scroll as smoothly as I would like. Contrary to what Microsoft says, the buttons are not programmable -- you have to select from a predefined list. I chose to use the small silver buttons on the side as ""copy"" and ""paste"". Neither one works.Another irritation, I am already getting a popup that says the ""signal"" is weak -- about 18"" away, yet the menu says it is fine I got a great buy on it at OfficeDepot (half price), otherwise I would return it"
"B0001Z5KHC:poor_sound_quality_-_interference_from_other_electronics:k._strong_""kudzuken""",B0001Z5KHC,Panasonic KX-TG5200M GigaRange Supreme 5.8 GHz DSS Expandable Cordless Phone: Electronics,electronics,1 of 1,1.0,Poor sound quality - interference from other electronics,"March 18, 2006","K. Strong ""Kudzuken""","Las Vegas, NV","Interference from other electronics is a severe problem - I had to return this item for a refund.  If you can locate it several feet from any other electronics, it might work for you, but who wants a phone that you cannot place on your desktop, near a computer"
B0000ZKFKA:not_for_hardcore_gamers:damien_brooks,B0000ZKFKA,"Gateway 17"" Widescreen LCD Flat-Panel TV: Electronics",electronics,2 of 2,1.0,Not for Hardcore Gamers,"August 11, 2005",Damien Brooks,"Orlando, FL","I am a LONG TIME pc user and pc gamer.

I wanted this for a 
1. tv
2. pc gaming monitor
3. xbox gaming monitor
4. dvd veiwing device.  

Here is how I rate this monitor on these four levels on a scale of 1 to 5:
1. tv = 2
2. pc gaming monitor = 2
3. xbox = 1
4. dvd = 3

The ghosting for normal operations is almost too much to live with.  I returned this item just so you know.  The rca inputs gave me only black and white images.  This could have been because my monitor was defective.  I am not sure.

Ghosting during gaming was very bad.  Worse than that was it's lack of good brightness control.

This is not for gamers"
